category,location_type,context,outcome_status,persistent_id,id,location_subtype,month,location.latitude,location.street.id,location.street.name,location.longitude,outcome_status.category,outcome_status.date
anti-social-behaviour,Force,,,,115402529,,2023-12,52.631193,1738645,On or near Calais Hill,-1.128220,,
anti-social-behaviour,Force,,,,115402615,,2023-12,52.634503,1737385,On or near Kate Street,-1.149403,,
anti-social-behaviour,Force,,,,115402210,,2023-12,52.634995,1737585,On or near Richard Iii Road,-1.144030,,
anti-social-behaviour,Force,,,,115402207,,2023-12,52.634995,1737585,On or near Richard Iii Road,-1.144030,,
anti-social-behaviour,Force,,,,115403336,,2023-12,52.636041,1738351,On or near East Gates,-1.133444,,
anti-social-behaviour,Force,,,,115403117,,2023-12,52.635528,1738700,On or near Theatre/concert Hall,-1.127553,,
anti-social-behaviour,Force,,,,115403014,,2023-12,52.638358,1738578,On or near Parking Area,-1.129437,,
anti-social-behaviour,Force,,,,115402996,,2023-12,52.634252,1738481,On or near Granby Place,-1.130997,,
anti-social-behaviour,Force,,,,115403458,,2023-12,52.628379,1739269,On or near Medway Street,-1.114832,,
anti-social-behaviour,Force,,,,115403052,,2023-12,52.636054,1738679,On or near Vestry Street,-1.127784,,
anti-social-behaviour,Force,,,,115402375,,2023-12,52.636041,1738351,On or near East Gates,-1.133444,,
anti-social-behaviour,Force,,,,115402177,,2023-12,52.625500,1738603,On or near Lancaster Road,-1.127802,,
anti-social-behaviour,Force,,,,115402166,,2023-12,52.630202,1737556,On or near Ruding Road,-1.147639,,
anti-social-behaviour,Force,,,,115402947,,2023-12,52.638538,1737412,On or near Paget Road,-1.150403,,
anti-social-behaviour,Force,,,,115402169,,2023-12,52.635488,1738121,On or near Carts Lane,-1.136395,,
anti-social-behaviour,Force,,,,115402657,,2023-12,52.636623,1737784,On or near Ruding Street,-1.142978,,
anti-social-behaviour,Force,,,,115402543,,2023-12,52.631876,1739078,On or near Moon Close,-1.119593,,
anti-social-behaviour,Force,,,,115402145,,2023-12,52.635559,1738487,On or near Shopping Area,-1.131414,,
anti-social-behaviour,Force,,,,115402353,,2023-12,52.633879,1738375,On or near Horsefair Street,-1.132821,,
anti-social-behaviour,Force,,,,115402468,,2023-12,52.636041,1738351,On or near East Gates,-1.133444,,
anti-social-behaviour,Force,,,,115402346,,2023-12,52.636041,1738351,On or near East Gates,-1.133444,,
anti-social-behaviour,Force,,,,115402322,,2023-12,52.633528,1738217,On or near Berridge Street,-1.135207,,
anti-social-behaviour,Force,,,,115403367,,2023-12,52.631767,1738612,On or near Dover Street,-1.129155,,
anti-social-behaviour,Force,,,,115402314,,2023-12,52.626599,1739469,On or near Evington Place,-1.111189,,
anti-social-behaviour,Force,,,,115402650,,2023-12,52.637041,1738379,On or near Parking Area,-1.131222,,
anti-social-behaviour,Force,,,,115403372,,2023-12,52.635559,1738487,On or near Shopping Area,-1.131414,,
anti-social-behaviour,Force,,,,115403461,,2023-12,52.632052,1737636,On or near Supermarket,-1.146096,,
anti-social-behaviour,Force,,,,115403422,,2023-12,52.643191,1738592,On or near Memory Lane,-1.128869,,
anti-social-behaviour,Force,,,,115402411,,2023-12,52.636041,1738351,On or near East Gates,-1.133444,,
anti-social-behaviour,Force,,,,115402291,,2023-12,52.626599,1739469,On or near Evington Place,-1.111189,,
anti-social-behaviour,Force,,,,115402393,,2023-12,52.635528,1738700,On or near Theatre/concert Hall,-1.127553,,
anti-social-behaviour,Force,,,,115403391,,2023-12,52.634991,1738162,On or near Loseby Lane,-1.136050,,
anti-social-behaviour,Force,,,,115402369,,2023-12,52.629337,1739119,On or near Severn Street,-1.117944,,
anti-social-behaviour,Force,,,,115402403,,2023-12,52.625551,1737260,On or near Petrol Station,-1.152191,,
anti-social-behaviour,Force,,,,115403242,,2023-12,52.633053,1738548,On or near Granby Street,-1.129306,,
anti-social-behaviour,Force,,,,115402250,,2023-12,52.638358,1738578,On or near Parking Area,-1.129437,,
anti-social-behaviour,Force,,,,115402296,,2023-12,52.625551,1737260,On or near Petrol Station,-1.152191,,
anti-social-behaviour,Force,,,,115402433,,2023-12,52.631193,1738645,On or near Calais Hill,-1.128220,,
anti-social-behaviour,Force,,,,115403450,,2023-12,52.634732,1737551,On or near Tudor Close,-1.147448,,
anti-social-behaviour,Force,,,,115402621,,2023-12,52.625551,1737260,On or near Petrol Station,-1.152191,,
anti-social-behaviour,Force,,,,115403510,,2023-12,52.637146,1737432,On or near Vaughan Street,-1.149381,,
anti-social-behaviour,Force,,,,115403432,,2023-12,52.627895,1737587,On or near Supermarket,-1.146886,,
anti-social-behaviour,Force,,,,115403429,,2023-12,52.627535,1738829,On or near Princess Road East,-1.124599,,
anti-social-behaviour,Force,,,,115402379,,2023-12,52.636041,1738351,On or near East Gates,-1.133444,,
anti-social-behaviour,Force,,,,115403408,,2023-12,52.629187,1738279,On or near Carlton Street,-1.134096,,
anti-social-behaviour,Force,,,,115402436,,2023-12,52.634503,1737385,On or near Kate Street,-1.149403,,
anti-social-behaviour,Force,,,,115402377,,2023-12,52.627299,1737468,On or near Norman Street,-1.148966,,
anti-social-behaviour,Force,,,,115403383,,2023-12,52.637756,1738805,On or near Clyde Street,-1.125755,,
anti-social-behaviour,Force,,,,115403364,,2023-12,52.632019,1738591,On or near Theatre/concert Hall,-1.129253,,
anti-social-behaviour,Force,,,,115402439,,2023-12,52.635066,1739289,On or near Wilson Street,-1.114534,,
anti-social-behaviour,Force,,,,115402458,,2023-12,52.632985,1737285,On or near Fosse Road Central,-1.152092,,
anti-social-behaviour,Force,,,,115403354,,2023-12,52.634252,1738481,On or near Granby Place,-1.130997,,
anti-social-behaviour,Force,,,,115402460,,2023-12,52.634585,1739206,On or near Taurus Close,-1.116450,,
anti-social-behaviour,Force,,,,115403324,,2023-12,52.635191,1738600,On or near Nightclub,-1.129013,,
anti-social-behaviour,Force,,,,115402311,,2023-12,52.616227,1737842,On or near Pentland Close,-1.139610,,
anti-social-behaviour,Force,,,,115403273,,2023-12,52.620491,1738051,On or near Sports/recreation Area,-1.138014,,
anti-social-behaviour,Force,,,,115402785,,2023-12,52.634406,1738400,On or near Nightclub,-1.132309,,
anti-social-behaviour,Force,,,,115403017,,2023-12,52.631013,1738526,On or near Park Street,-1.130544,,
anti-social-behaviour,Force,,,,115403263,,2023-12,52.625551,1737260,On or near Petrol Station,-1.152191,,
anti-social-behaviour,Force,,,,115403487,,2023-12,52.634169,1738654,On or near Colton Street,-1.128191,,
anti-social-behaviour,Force,,,,115402309,,2023-12,52.640513,1738601,On or near Gower Street,-1.128966,,
anti-social-behaviour,Force,,,,115402277,,2023-12,52.635528,1738700,On or near Theatre/concert Hall,-1.127553,,
anti-social-behaviour,Force,,,,115402275,,2023-12,52.629337,1739119,On or near Severn Street,-1.117944,,
anti-social-behaviour,Force,,,,115402538,,2023-12,52.639465,1738865,On or near Ottawa Road,-1.123401,,
anti-social-behaviour,Force,,,,115402550,,2023-12,52.631876,1739078,On or near Moon Close,-1.119593,,
anti-social-behaviour,Force,,,,115403480,,2023-12,52.637146,1737432,On or near Vaughan Street,-1.149381,,
anti-social-behaviour,Force,,,,115402559,,2023-12,52.637581,1738327,On or near Parking Area,-1.133709,,
anti-social-behaviour,Force,,,,115403470,,2023-12,52.636041,1738351,On or near East Gates,-1.133444,,
anti-social-behaviour,Force,,,,115402731,,2023-12,52.636041,1738351,On or near East Gates,-1.133444,,
anti-social-behaviour,Force,,,,115403467,,2023-12,52.629928,1738952,On or near Prebend Street,-1.122350,,
anti-social-behaviour,Force,,,,115402682,,2023-12,52.637041,1738379,On or near Parking Area,-1.131222,,
anti-social-behaviour,Force,,,,115403464,,2023-12,52.630803,1737674,On or near Bede Street,-1.144983,,
anti-social-behaviour,Force,,,,115403456,,2023-12,52.624402,1739504,On or near Devana Road,-1.109534,,
anti-social-behaviour,Force,,,,115403236,,2023-12,52.627903,1739501,On or near Conifer Close,-1.110084,,
anti-social-behaviour,Force,,,,115402683,,2023-12,52.636041,1738351,On or near East Gates,-1.133444,,
anti-social-behaviour,Force,,,,115402686,,2023-12,52.635399,1738303,On or near Shopping Area,-1.134107,,
anti-social-behaviour,Force,,,,115403232,,2023-12,52.630287,1738981,On or near College Street,-1.121102,,
anti-social-behaviour,Force,,,,115403111,,2023-12,52.634503,1737385,On or near Kate Street,-1.149403,,
anti-social-behaviour,Force,,,,115403107,,2023-12,52.623392,1738784,On or near University Road,-1.124756,,
anti-social-behaviour,Force,,,,115403098,,2023-12,52.634874,1738098,On or near Guildhall Lane,-1.137309,,
anti-social-behaviour,Force,,,,115402185,,2023-12,52.633318,1738276,On or near Nightclub,-1.134798,,
anti-social-behaviour,Force,,,,115403120,,2023-12,52.630568,1737160,On or near Cherryleas Drive,-1.154872,,
anti-social-behaviour,Force,,,,115402952,,2023-12,52.634074,1738437,On or near Every Street,-1.132389,,
anti-social-behaviour,Force,,,,115402708,,2023-12,52.634503,1737385,On or near Kate Street,-1.149403,,
anti-social-behaviour,Force,,,,115402265,,2023-12,52.637041,1738379,On or near Parking Area,-1.131222,,
anti-social-behaviour,Force,,,,115402256,,2023-12,52.626599,1739469,On or near Evington Place,-1.111189,,
anti-social-behaviour,Force,,,,115402790,,2023-12,52.633297,1739224,On or near Pluto Close,-1.116121,,
anti-social-behaviour,Force,,,,115403093,,2023-12,52.626782,1738090,On or near Hospital,-1.135961,,
anti-social-behaviour,Force,,,,115403087,,2023-12,52.636041,1738351,On or near East Gates,-1.133444,,
anti-social-behaviour,Force,,,,115403079,,2023-12,52.635488,1738121,On or near Carts Lane,-1.136395,,
anti-social-behaviour,Force,,,,115403074,,2023-12,52.636041,1738351,On or near East Gates,-1.133444,,
anti-social-behaviour,Force,,,,115403071,,2023-12,52.633053,1738548,On or near Granby Street,-1.129306,,
anti-social-behaviour,Force,,,,115402239,,2023-12,52.631302,1738955,On or near Lincoln Street,-1.120978,,
anti-social-behaviour,Force,,,,115402716,,2023-12,52.625551,1737260,On or near Petrol Station,-1.152191,,
anti-social-behaviour,Force,,,,115402730,,2023-12,52.640498,1737983,On or near St Margaret's Street,-1.136799,,
anti-social-behaviour,Force,,,,115402618,,2023-12,52.635528,1738700,On or near Theatre/concert Hall,-1.127553,,
anti-social-behaviour,Force,,,,115402893,,2023-12,52.633318,1738276,On or near Nightclub,-1.134798,,
anti-social-behaviour,Force,,,,115402226,,2023-12,52.634706,1737807,On or near Bath Lane,-1.142691,,
anti-social-behaviour,Force,,,,115402864,,2023-12,52.636857,1738642,On or near St James Street,-1.128211,,
anti-social-behaviour,Force,,,,115402751,,2023-12,52.635488,1738121,On or near Carts Lane,-1.136395,,
anti-social-behaviour,Force,,,,115402756,,2023-12,52.637041,1738379,On or near Parking Area,-1.131222,,
anti-social-behaviour,Force,,,,115403226,,2023-12,52.635555,1738528,On or near Yeoman Lane,-1.129626,,
anti-social-behaviour,Force,,,,115402767,,2023-12,52.635555,1738528,On or near Yeoman Lane,-1.129626,,
anti-social-behaviour,Force,,,,115402824,,2023-12,52.636041,1738351,On or near East Gates,-1.133444,,
anti-social-behaviour,Force,,,,115402822,,2023-12,52.623968,1737354,On or near Walton Street,-1.150789,,
anti-social-behaviour,Force,,,,115402813,,2023-12,52.635488,1738121,On or near Carts Lane,-1.136395,,
anti-social-behaviour,Force,,,,115402220,,2023-12,52.628542,1739089,On or near Gotham Street,-1.119837,,
bicycle-theft,Force,,,3d8cc4c92f497409728885764c94fe6fbd2c25f1dd53dbc04406f0606f766d57,115396216,,2023-12,52.636723,1737812,On or near Friars Causeway,-1.140686,Investigation complete; no suspect identified,2023-12
bicycle-theft,Force,,,9e01cb1db8bb9fd88b623906514ee744fd361f1b6daaf5f047341ee9783fe54c,115394850,,2023-12,52.625551,1737260,On or near Petrol Station,-1.152191,Investigation complete; no suspect identified,2023-12
bicycle-theft,Force,,,9d8535036afd53026b92aa6bf9ee44e372a14a733cb11b55e0454776441f6646,115401281,,2023-12,52.635797,1738449,On or near Fox Lane,-1.131926,Investigation complete; no suspect identified,2023-12
bicycle-theft,Force,,,4eb445b99be535d2f24f27450d018058b9bff1d145f42f03cfc5d16c4f640a6e,115392472,,2023-12,52.630061,1738348,On or near Mill Street,-1.133133,Investigation complete; no suspect identified,2023-12
bicycle-theft,Force,,,0d3bbfad9ab43f4c8dde1808700dde55454c28d9a3d38d4d82c21b7f92e1dd19,115390993,,2023-12,52.636111,1738000,On or near Freeschool Lane,-1.138053,Investigation complete; no suspect identified,2023-12
bicycle-theft,Force,,,a1bf4979a576745f7cddf50568c3e2b6a5ac514d73c6189fedf739f1d590dd85,115388982,,2023-12,52.639709,1739017,On or near Arnold Street,-1.120041,Investigation complete; no suspect identified,2023-12
bicycle-theft,Force,,,5fb79b949be62c9046846f33f44cae0dd244e1e262ccb5534f76573ebcbfc874,115398555,,2023-12,52.629982,1738203,On or near Lower Brown Street,-1.134642,Investigation complete; no suspect identified,2023-12
bicycle-theft,Force,,,453d5ec1f5cc8ceda792afc3a4c9eb942fc2828436185374d27f0d2a4bf5ff0c,115390043,,2023-12,52.623507,1738182,On or near Aylestone Walk,-1.133174,Investigation complete; no suspect identified,2024-01
bicycle-theft,Force,,,b6299adf8fe701dc3113c6b0fbf2981971305c29758c75b3f2ec42c92c5f50b6,115387318,,2023-12,52.636281,1739277,On or near Melbourne Street,-1.114835,Investigation complete; no suspect identified,2023-12
bicycle-theft,Force,,,08b7207c9af612590b3594db1f3c3c0b71a52eede3948af4535bff6d45e24a6f,115393736,,2023-12,52.632111,1738172,On or near Marble Street,-1.135723,Investigation complete; no suspect identified,2023-12
bicycle-theft,Force,,,f66f0059ee275eb8df8b61eac3243cff7bc442fec3a6292be844e365b885d259,115384767,,2023-12,52.630510,1738897,On or near Glebe Street,-1.123255,Investigation complete; no suspect identified,2023-12
bicycle-theft,Force,,,84cddb27bf97605c81ec9fecc5e56dfebde8e539d83bf75ef653938cdf82bc10,115393779,,2023-12,52.634995,1737585,On or near Richard Iii Road,-1.144030,Investigation complete; no suspect identified,2023-12
bicycle-theft,Force,,,1fee8c671bea8d83b53c2e14bea05c3c537f828ef1e32bbf059c25e9335487a5,115398929,,2023-12,52.629043,1737492,On or near Roman Street,-1.148962,Investigation complete; no suspect identified,2023-12
bicycle-theft,Force,,,c86c0f99019036cd8c7fdd5c4a25c6221d3a5db5315d99d9fe6c6c180499b94d,115387364,,2023-12,52.634409,1738338,On or near Shopping Area,-1.133652,Court result unavailable,2024-07
bicycle-theft,Force,,,8bef7f7038729c7ec67dc21e4be54defdffa068376ec2545da34a5b8d61ef79f,115390673,,2023-12,52.630162,1737864,On or near Newarke Close,-1.140873,Investigation complete; no suspect identified,2023-12
bicycle-theft,Force,,,245a13c3033974fb0d5a6a4b9ed16450ebb6ab35df8ea411bbc7c82505336c3b,115389730,,2023-12,52.635488,1738121,On or near Carts Lane,-1.136395,Investigation complete; no suspect identified,2023-12
bicycle-theft,Force,,,b2b76f2727de985795c4bd5f9753f4541532009450e2627c08b2327c8966ad97,115390581,,2023-12,52.637101,1738524,On or near Shopping Area,-1.130778,Further investigation is not in the public interest,2024-03
bicycle-theft,Force,,,a5c67b0f1a19095705648c0f4378ef5982df8053e41da5022d6db510e5608a99,115390651,,2023-12,52.635647,1738106,On or near Shires Lane,-1.137293,Investigation complete; no suspect identified,2023-12
bicycle-theft,Force,,,3d8432d6272a32fd85e99647ca20282ae49ed8f0f2f6765f42972ed0bf1be734,115385350,,2023-12,52.625259,1737613,On or near Supermarket,-1.146539,Investigation complete; no suspect identified,2023-12
bicycle-theft,Force,,,5617589b4a63d173c383b9600ad71b4ac8162a0a3de65ec28886600a83d58100,115386840,,2023-12,52.632955,1737814,On or near Castle Street,-1.140434,Investigation complete; no suspect identified,2023-12
bicycle-theft,Force,,,96b4a333a42753877b79408b3ec0c56eb53e57dfbe0546b59b0eb40de931e091,115398608,,2023-12,52.637041,1738379,On or near Parking Area,-1.131222,Investigation complete; no suspect identified,2024-01
bicycle-theft,Force,,,c699198d01b3705e3c1e114863eb1ca72d30c10d8895ea7520efae6a2621d998,115392987,,2023-12,52.626202,1737411,On or near Equity Road,-1.148988,Investigation complete; no suspect identified,2023-12
bicycle-theft,Force,,,d04cd860675bda77d60a43e35fb7c7b1daa8f75d41e887a53a6f0a650edd77bb,115385311,,2023-12,52.636857,1738642,On or near St James Street,-1.128211,Investigation complete; no suspect identified,2023-12
bicycle-theft,Force,,,a0a55eb211b91852ab14b7ebaccd4f61ce7c231a1a2f32e23cbb41bd9a027f25,115400820,,2023-12,52.634252,1738481,On or near Granby Place,-1.130997,Investigation complete; no suspect identified,2024-02
bicycle-theft,Force,,,1dd302e84f9e36467f7a04bb03e2461d00bcd9c9cbcdf3ade22e80d5bbcf2863,115387819,,2023-12,52.629982,1738203,On or near Lower Brown Street,-1.134642,Investigation complete; no suspect identified,2023-12
bicycle-theft,Force,,,9b2809bf0db31aafe69c727a897dfade61e62aebeaac250b4d7b231cb819e73a,115391285,,2023-12,52.632952,1737912,On or near Southgates,-1.138765,Investigation complete; no suspect identified,2023-12
bicycle-theft,Force,,,a33ac9bcdd62f9be4b3bc70c37c673963389da8321b2f4a15eb98d59b9297540,115398895,,2023-12,52.632931,1738486,On or near Belvoir Street,-1.131038,Investigation complete; no suspect identified,2023-12
bicycle-theft,Force,,,c5b5f61d44b2df7419abf4873c97b3d910b173a995ec10328f1929301af96ab3,115397812,,2023-12,52.636211,1738740,On or near Wimbledon Street,-1.125919,Investigation complete; no suspect identified,2023-12
bicycle-theft,Force,,,7b8a5c4463d47f466c4438a8e097bc62389de4e22ced9a1e14fe8c41fe9f569c,115398742,,2023-12,52.629294,1738026,On or near Further/higher Educational Building,-1.137684,Investigation complete; no suspect identified,2023-12
bicycle-theft,Force,,,06b22b471540747d7e55e784f38f60674e66d411d70dba9a1f567aee72161089,115391457,,2023-12,52.621991,1737463,On or near Blue Fox Close,-1.149705,Investigation complete; no suspect identified,2024-01
bicycle-theft,Force,,,2b588e61fe3c381b335b3c2ced74b824c0feaac61a72b1989d94d00d24f2e74c,115400507,,2023-12,52.634706,1737807,On or near Bath Lane,-1.142691,Investigation complete; no suspect identified,2024-01
bicycle-theft,Force,,,4fb02546c253a7b5d21b0c7a61ba2b0a7bd4512c2098a3709ec70bef11cc02df,115399488,,2023-12,52.633053,1738548,On or near Granby Street,-1.129306,Investigation complete; no suspect identified,2023-12
bicycle-theft,Force,,,124a67d53865de690772e611b041223517a30731e40ba05b78dcb46c1f29fcab,115393613,,2023-12,52.634995,1737585,On or near Richard Iii Road,-1.144030,Investigation complete; no suspect identified,2023-12
burglary,Force,,,0f23aa415bd7116dbef8d5b4da17e67357ed1522710579d5853ba6a3445852cf,115393304,,2023-12,52.627534,1738536,On or near Newtown Street,-1.130553,Investigation complete; no suspect identified,2024-01
burglary,Force,,,574a007cad28dcef112fd2f08103c33bf10f294a5e35c176b724400b9e161565,115387558,,2023-12,52.637257,1737923,On or near Highcross Street,-1.139936,Investigation complete; no suspect identified,2024-01
burglary,Force,,,dd105263be06ca3922464a5830b17715a72d408b42e90dde16bd3601c4e2e81e,115388877,,2023-12,52.629221,1737316,On or near Shaftesbury Road,-1.151204,Unable to prosecute suspect,2024-01
burglary,Force,,,f0e23175852bfd9bc63728b724a170445397192ac721d0bec52aea89164ae520,115390006,,2023-12,52.635401,1738659,On or near Parking Area,-1.128314,Investigation complete; no suspect identified,2024-01
burglary,Force,,,bd4eaf3ff9a5c072163a18d03552b278b8cbdc3957b712b71e7cc995ce5b2eaa,115390814,,2023-12,52.622852,1737331,On or near Bisley Street,-1.150707,Investigation complete; no suspect identified,2024-01
burglary,Force,,,3f684512d48172b0ca2dea84961eac26b41fc894d50521d29e896a4ae09a98ae,115393536,,2023-12,52.626599,1739469,On or near Evington Place,-1.111189,Court result unavailable,2024-07
burglary,Force,,,5e4cf22c45cdcea94e91d5ba36b289d67112353c2710707cfedf3f8d789f9724,115387088,,2023-12,52.634477,1738414,On or near Market Place Approach,-1.132159,Unable to prosecute suspect,2024-05
burglary,Force,,,8efd51dc080b690d77302f97948fe91dee2decfc0686f1abf22d117c69876202,115393088,,2023-12,52.627152,1737173,On or near Beaconsfield Road,-1.154790,Investigation complete; no suspect identified,2023-12
burglary,Force,,,04f09ba11b7fa50f48671ef71670693dc17fe9359a0d18918c78feb848f18cc3,115399002,,2023-12,52.626202,1737411,On or near Equity Road,-1.148988,Investigation complete; no suspect identified,2023-12
burglary,Force,,,5275681c77e80c2bb907efc8f9a3a4f6eda29b2d94e9b14c2dbdc986479ba0ea,115393485,,2023-12,52.626137,1737324,On or near Upperton Road,-1.151235,Investigation complete; no suspect identified,2023-12
burglary,Force,,,b3b5830b83715acc6e75ad210bacc55f54e1edb4efa44a52330c511a79239f6c,115384819,,2023-12,52.625559,1737478,On or near Sheffield Street,-1.148380,Investigation complete; no suspect identified,2023-12
burglary,Force,,,e361d8f09fe82c3145a9e520d9f484fc4f14538ea940d96f3072e3937ed6e35e,115388888,,2023-12,52.640579,1738507,On or near Wood Street,-1.130635,Investigation complete; no suspect identified,2023-12
burglary,Force,,,498bf762e604cfba332ee1600b2893359341d10d68c10a39df13f8db2418d04a,115386434,,2023-12,52.640002,1738750,On or near Lethbridge Close,-1.125518,Investigation complete; no suspect identified,2024-01
burglary,Force,,,fe8bf135067c38dfe507292ed56547a43a02ffa595245737d76f2161238af99b,115389633,,2023-12,52.634252,1738481,On or near Granby Place,-1.130997,Unable to prosecute suspect,2024-05
burglary,Force,,,d0ebc3311fb7e3cd867fa5b9349a6d92fe4cc92a4fcd9919707f3b5339f930d1,115393255,,2023-12,52.632931,1738486,On or near Belvoir Street,-1.131038,Investigation complete; no suspect identified,2024-02
burglary,Force,,,e0ea1b488d66f683cf3efbd963d13629c7acfb7d2925fbbc5d7a97db78263497,115386572,,2023-12,52.632318,1738584,On or near York Street,-1.129483,Investigation complete; no suspect identified,2023-12
burglary,Force,,,8455779ebe636864f4eb3cbab2eefc49f125cc0335f0918cd31a0bfbe87d3caa,115391005,,2023-12,52.634991,1738162,On or near Loseby Lane,-1.136050,Investigation complete; no suspect identified,2024-02
burglary,Force,,,e2ed017a52ad6e9b68d8402b6af43c37a73554a02be52304fa871a5d6609e6a1,115391830,,2023-12,52.623507,1738182,On or near Aylestone Walk,-1.133174,Investigation complete; no suspect identified,2023-12
burglary,Force,,,f091a8be47ddd7e06f4eaa10630916b249ef99b1d1c382f0eac312bac377b9ab,115385956,,2023-12,52.625259,1737613,On or near Supermarket,-1.146539,Investigation complete; no suspect identified,2024-02
burglary,Force,,,f88c9252b68a3b2c11543b491c56b2f447a086050779aa7897c60a3636a0901f,115391012,,2023-12,52.632111,1738172,On or near Marble Street,-1.135723,Investigation complete; no suspect identified,2023-12
burglary,Force,,,505465ae4c7d852d14a9a823e4fe2ac4882f2a4444465ae851b0cc1ccdfb523e,115399814,,2023-12,52.637791,1737446,On or near Tudor Road,-1.147906,Investigation complete; no suspect identified,2024-01
burglary,Force,,,d8d355dcfea3f4cac90345aea5b4ab7fd0dd98fdf464dffa02addac9d7729ff6,115400546,,2023-12,52.635486,1738632,On or near Yeoman Street,-1.128741,Investigation complete; no suspect identified,2024-02
burglary,Force,,,77f8c445d4513400bce8b4f2c2f395fceccffbd038c4e2df72a12fe667df5fe1,115386202,,2023-12,52.633938,1737254,On or near King Richards Road,-1.152162,Investigation complete; no suspect identified,2023-12
burglary,Force,,,b15bbd9fec12354df76707f3ec9e7140759ffe2c01f419cb8b262c3b1765f78a,115386608,,2023-12,52.632534,1738358,On or near Market Street,-1.133232,Unable to prosecute suspect,2024-05
burglary,Force,,,0f2c3c99801c78cc6dbccf70f12b1afb7d8913afb26d6ab685565c4a3732e0d2,115386505,,2023-12,52.634991,1738162,On or near Loseby Lane,-1.136050,Investigation complete; no suspect identified,2024-01
burglary,Force,,,25dcf0ac4afae5181c183bcf491c2867b9d858270edfa54eabb11e95be3da509,115386183,,2023-12,52.636723,1737812,On or near Friars Causeway,-1.140686,Court result unavailable,2024-06
burglary,Force,,,b5aad27158a6a7bc1ddd54b3d79cabd15c9f26465b128e65914ed7ac8b203845,115391402,,2023-12,52.634252,1738481,On or near Granby Place,-1.130997,Unable to prosecute suspect,2024-05
burglary,Force,,,f8b3b9b7f8d6cca7ef50bd78715afe8b5a6fdb1062ea9ce99aa429355fab15d3,115385076,,2023-12,52.628536,1739547,On or near Biddulph Avenue,-1.109318,Investigation complete; no suspect identified,2023-12
burglary,Force,,,d30e51c921a6fed97ee5155ca4381db857ab08cf0628dbf21112b5998ac329fb,115390485,,2023-12,52.631814,1738711,On or near Theatre/concert Hall,-1.126996,Formal action is not in the public interest,2024-05
burglary,Force,,,4b375820fd313a62f0e10f3b9c4979415e7054f352a3735762876a2d8b9f5cdb,115391921,,2023-12,52.627895,1737587,On or near Supermarket,-1.146886,Unable to prosecute suspect,2024-02
burglary,Force,,,f0317db681399b4afc584af1b65f06193ed83ae2846ca39efac2dbdd76385b26,115394229,,2023-12,52.637041,1738379,On or near Parking Area,-1.131222,Court result unavailable,2024-09
burglary,Force,,,939b3c6c9dbdb73f1a80eff8391a9dbabc14a97211a248adb20d7edea42c5902,115401496,,2023-12,52.626202,1737411,On or near Equity Road,-1.148988,Investigation complete; no suspect identified,2024-01
burglary,Force,,,6d2e3cf205ee8617fcbe3d99bdc89bedad897d16188682eae691b12a773d2df2,115389854,,2023-12,52.632683,1737430,On or near Andrewes Close,-1.150103,Unable to prosecute suspect,2024-01
burglary,Force,,,1bae2acc5fbb954b66dc23fb19b308c9170dea49368fc065fb9c43c97ac10be5,115401021,,2023-12,52.634706,1737807,On or near Bath Lane,-1.142691,Unable to prosecute suspect,2024-01
burglary,Force,,,8643be7ca4c2912225548a3195b3b8c3bad1f6dd85d9425a6c542d6178b2b8de,115391950,,2023-12,52.630510,1738897,On or near Glebe Street,-1.123255,Investigation complete; no suspect identified,2023-12
burglary,Force,,,a0023d501e0ee086d32a086c55aaf1eba97215526fb678b71bcf46a4923896e7,115399198,,2023-12,52.625208,1737460,On or near Bruce Street,-1.149509,Investigation complete; no suspect identified,2023-12
burglary,Force,,,e5e0383cd650ac45c331cc5945a045eb7c2da92c842573ad65d77af3a43d98b6,115400922,,2023-12,52.632534,1738358,On or near Market Street,-1.133232,Investigation complete; no suspect identified,2024-01
burglary,Force,,,b6c9fa4883d45cd4c9ab0e9a2867d78d80793ddf1b315985d694db848ccd1eb7,115401590,,2023-12,52.632805,1738842,On or near Campbell Street,-1.124819,Investigation complete; no suspect identified,2024-01
burglary,Force,,,b0814b76b6161d9ad5df4facf397cbd1d9552a954ff44c444286ee064f52c754,115399508,,2023-12,52.634392,1737937,On or near Parking Area,-1.140229,Unable to prosecute suspect,2024-01
burglary,Force,,,72f5a18bedb3d0b219a477ae02b9074585f810e946b58bd008d35bcc520ca6ef,115401778,,2023-12,52.636211,1738740,On or near Wimbledon Street,-1.125919,Investigation complete; no suspect identified,2023-12
criminal-damage-arson,Force,,,67f0db331633d2386e2947eddeabf7abb4f1a08f1321c77bc30d40fe264b8c81,115389008,,2023-12,52.638357,1738114,On or near Grape Street,-1.136649,Investigation complete; no suspect identified,2023-12
criminal-damage-arson,Force,,,d9175e6253103933c9b1567424ec5bc6f40d4295991744a9153bfc275d7e1881,115397528,,2023-12,52.639558,1738364,On or near Nightclub,-1.132473,Court result unavailable,2024-11
criminal-damage-arson,Force,,,6666e6452f44f816c351a0e640b5756b6da94302b9242fa91847d519f62227c8,115390987,,2023-12,52.633821,1739372,On or near Ashbourne Street,-1.112830,Investigation complete; no suspect identified,2023-12
criminal-damage-arson,Force,,,172705e951cb73b6d202b574a397380dfc8179094cc8ee669090dc315538b1c0,115394734,,2023-12,52.633053,1738548,On or near Granby Street,-1.129306,Investigation complete; no suspect identified,2023-12
